-33,-33,-33,-33,-25,-25,-25,-25,-25,-25,-33,-33,-25,-25,-25,-33,-25,-25,-25,-25,-25,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-25,-25,-25,-25,-33,-25,-25,-25,-33,-33,-33,-25,-25,-25,-33,-25,-25,-25,-33,-33,-33,-33,-33,-33,-33,-33,-33
-33,-33,-33,-21,2,2,2,2,2,2,-31,-29,2,2,2,-27,2,2,2,2,2,-31,-33,-33,-33,-25,-25,-25,-25,-25,-25,-25,-29,2,2,2,2,-19,2,2,2,-23,-25,-21,2,2,2,-27,2,2,2,-31,-33,-33,-33,-33,-33,-33,-33,-33
-33,-33,-29,2,2,-30,-32,-32,-28,2,-31,-29,2,-26,2,-27,2,-30,-32,-28,2,-31,-33,-33,-29,2,2,2,2,2,5,2,-27,2,-30,-28,2,4,2,-26,2,2,2,4,2,-26,2,-27,2,-26,2,-31,-33,-33,-33,-33,-33,-33,-33,-33
-33,-33,-29,2,-30,-33,-33,-33,-29,5,-31,-29,2,-27,2,-27,2,-31,-33,-29,2,-31,-33,-33,-29,2,-18,2,2,2,2,2,-27,2,-23,-25,-24,-24,-24,-33,-32,-24,-20,2,-22,-29,2,-27,2,-27,2,-31,-33,-33,-33,-33,-33,-33,-33,-33
-33,-33,-29,2,-31,-33,-33,-33,-29,2,-23,-21,2,-27,4,-27,2,-31,-33,-29,2,-31,-33,-33,-29,2,4,4,2,4,2,2,-27,2,4,2,2,2,2,-31,-29,2,2,2,2,-27,2,-27,2,-27,5,-31,-33,-33,-33,-33,-33,-33,-33,-33
-33,-33,-29,2,-31,-33,-33,-33,-29,2,2,2,2,-27,2,-19,2,-31,-25,-21,2,-23,-25,-25,-21,2,-18,2,2,2,2,2,-27,2,-26,2,2,2,2,-31,-29,2,2,2,2,-27,5,-19,2,-27,2,-23,-25,-25,-25,-25,-25,-33,-33,-33
-33,-33,-29,2,-31,-33,-25,-25,-25,-24,-24,-24,-24,-29,2,2,2,-27,2,2,2,2,5,2,2,2,2,2,2,2,2,2,-27,2,-27,2,4,2,2,-31,-29,2,2,2,2,-27,2,2,5,-27,4,2,2,2,2,5,2,-31,-33,-33
-33,-33,-29,2,-23,-21,2,2,2,2,2,2,2,-31,-32,-24,-24,-21,2,-22,-24,-32,-32,-28,2,-22,-24,-24,-24,-24,-24,-24,-29,2,-27,2,2,2,2,-31,-33,-32,-32,-32,-32,-33,-28,2,-22,-25,-24,-24,-24,-32,-32,-28,2,-31,-33,-33
-33,-33,-29,4,2,2,2,2,4,2,4,2,2,-31,-29,2,4,2,2,2,2,-31,-33,-29,2,2,2,2,2,2,2,2,-27,2,-27,2,2,2,5,-31,-33,-33,-33,-33,-33,-33,-29,2,2,2,2,2,2,-31,-33,-29,2,-31,-33,-33
-33,-33,-29,2,-30,-28,2,2,2,2,2,2,2,-31,-29,2,2,2,2,2,2,-31,-33,-29,2,2,2,2,2,2,2,2,-27,2,-23,-32,-32,-32,-32,-33,-33,-33,-33,-33,-33,-33,-29,2,2,2,2,2,2,-31,-33,-29,2,-31,-33,-33
