-65,-65,-65,-65,-65,-65,-65,-57,-57,-57,-65,-65,-57,-57,-57,-57,-65,-65,-65,-65,-57,-57,-57,-57,-57,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-57,-57,-57,-57,-65,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-65
-65,-65,-65,-65,-65,-65,-61,13,10,10,-63,-61,10,10,12,10,-63,-65,-65,-61,10,10,10,10,10,-63,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-61,10,10,10,10,-59,10,10,10,10,14,10,10,10,10,10,14,10,10,10,10,-63
-65,-65,-65,-65,-65,-65,-61,10,-58,10,-63,-61,10,-62,-60,10,-63,-65,-65,-61,10,10,10,10,10,-63,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-65,-61,10,-62,-60,10,-59,10,-62,-56,-56,-56,-56,-56,-56,-56,-56,-64,-64,-64,-52,10,-63
-65,-65,-65,-65,-65,-65,-61,10,-59,10,-55,-53,10,-63,-61,10,-55,-57,-57,-61,13,10,10,10,10,-59,10,10,10,10,10,10,12,10,10,10,10,-63,-61,10,-63,-61,10,-59,10,-59,10,12,10,10,10,10,10,10,-63,-65,-61,10,10,-63
-65,-65,-65,-65,-65,-65,-61,10,-59,12,10,10,10,-63,-61,10,10,10,10,-59,10,12,13,10,10,-59,10,13,10,-62,-56,-56,-56,-56,-56,-60,10,-55,-61,10,-63,-61,14,-59,10,-51,10,10,14,10,10,10,10,10,-63,-65,-61,10,-62,-65
-65,-57,-57,-57,-57,-57,-53,10,-63,-56,-56,-56,-56,-57,-57,-64,-64,-60,14,-59,10,10,14,10,10,-59,10,10,10,-59,14,10,10,10,13,-59,10,10,-59,10,-63,-61,10,-59,12,10,10,10,10,13,10,10,10,10,-63,-65,-61,10,-63,-65
-61,10,10,10,10,10,10,10,-59,10,10,10,14,10,14,-63,-65,-61,10,-51,14,10,14,10,10,-59,10,10,10,-51,10,10,10,10,10,-63,-60,10,-59,10,-63,-61,10,-59,10,-50,10,10,10,10,12,10,10,10,-63,-65,-61,12,-63,-65
-61,10,-54,-56,-56,-56,-60,12,-59,10,10,13,10,10,12,-63,-65,-61,10,10,10,12,10,10,10,-59,10,10,10,10,10,10,12,10,10,-63,-61,10,-59,10,-63,-61,10,-59,10,10,10,10,10,10,10,10,10,10,-63,-65,-61,10,-63,-65
-61,10,10,10,10,10,-59,10,-59,10,10,10,10,10,10,-63,-65,-61,10,-58,10,-54,-56,-56,-64,-61,10,13,10,-58,10,10,10,10,10,-63,-61,10,-51,10,-63,-61,10,-51,13,-58,10,10,10,10,10,10,10,10,-63,-57,-53,10,-63,-65
-61,10,10,10,10,10,-51,10,-59,10,10,10,10,10,10,-63,-65,-61,10,-59,10,10,10,10,-63,-57,-52,10,-62,-61,12,10,10,10,10,-63,-61,14,13,12,-63,-61,10,10,10,-59,10,10,10,10,10,10,10,10,-59,10,10,10,-63,-65
-61,10,10,10,10,10,10,10,-51,10,10,10,10,10,10,-63,-65,-61,10,-59,10,-62,-60,10,-59,10,10,10,-63,-61,10,10,10,10,10,-63,-61,10,-54,-56,-57,-57,-56,-56,-56,-57,-56,-52,10,10,-54,-56,-56,-64,-61,10,10,10,-63,-65
-61,10,10,10,10,10,-58,10,10,10,10,10,10,10,10,-63,-65,-61,10,-51,10,-63,-61,10,-51,13,-62,-56,-57,-57,-56,-64,-64,-64,-56,-57,-53,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,-63,-61,12,10,10,-63,-65
-61,14,10,10,10,10,-59,10,-58,10,10,10,10,10,10,-63,-65,-61,10,10,10,-63,-61,14,10,10,-59,10,10,10,10,-63,-65,-61,10,10,10,12,-58,10,10,10,10,10,10,10,10,10,10,12,13,10,10,-63,-61,10,10,10,-63,-65
-61,10,10,10,10,10,-59,10,-59,10,10,10,10,10,10,-63,-57,-57,-56,-56,-56,-57,-57,-56,-56,-64,-61,10,10,10,10,-63,-65,-53,10,10,-50,10,-59,10,13,10,12,10,10,10,10,10,10,10,10,10,10,-63,-61,10,10,10,-63,-65
-61,10,10,10,10,14,-59,10,-59,10,10,10,10,10,10,-59,10,10,13,10,10,10,10,10,10,-63,-61,12,12,10,10,-63,-61,13,10,10,10,10,-59,10,13,10,10,10,10,10,10,10,10,10,10,10,10,-63,-61,10,10,10,-63,-65
-61,10,10,10,10,10,-59,10,-51,10,10,10,10,10,10,-59,10,10,10,12,10,10,10,10,10,-63,-61,10,10,10,10,-63,-61,10,10,10,-58,10,-59,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-63,-65,-64,-64,-64,-65,-65
-65,-64,-64,-64,-60,14,-59,10,10,10,10,10,10,10,10,-51,10,10,10,10,10,10,10,10,10,-63,-61,10,13,10,10,-63,-61,10,10,10,-59,14,-59,14,14,10,10,12,10,10,12,10,10,10,10,10,10,-63,-65,-65,-65,-65,-65,-65
-65,-65,-65,-65,-61,10,-59,10,-58,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-63,-61,14,10,10,10,-63,-61,10,10,10,-59,10,-59,10,10,10,10,10,10,14,10,10,10,10,10,10,10,-63,-65,-65,-65,-65,-65,-65
-65,-65,-65,-65,-61,10,-51,10,-59,10,10,10,10,10,10,-62,-64,-64,-64,-64,-64,-64,-64,-64,-64,-65,-61,13,13,10,10,-63,-61,10,10,10,-51,10,-59,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-63,-65,-65,-65,-65,-65,-65
-65,-65,-65,-65,-61,10,12,10,-63,-64,-64,-64,-64,-64,-64,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-61,14,10,10,10,-63,-61,10,10,14,10,10,-63,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-65,-65,-65,-65,-65,-65,-65
-65,-65,-65,-65,-65,-60,10,-54,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-65,-65,-65,-65,-65,-65,-65,-61,10,10,10,10,-63,-61,10,10,10,-58,13,-63,-65,-65,-65,-65,-65,-57,-57,-57,-57,-57,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65
